Depart;Arrivee;Distance;Tensions;Gabarit;Commentaire;Exploitee
Culmont-Chalindrey;Toul;118 km;25kVac;Gabarit continental;;
Culmont-Chalindrey;Nancy-Ville;151 km;25kVac;Gabarit continental;;
Culmont-Chalindrey;Is-sur-Tille;44 km;25kVac;Gabarit continental;;
Is-sur-Tille;Dijon-Porte-Neuve;25 km;1.5kVcc & 25kVac;Gabarit continental;;
Dijon-Ville;Dijon-Porte-Neuve;8 km;1.5kVcc;Gabarit continental;;
Dijon-Ville;Is-sur-Tille;33 km;1.5kVcc & 25kVac;Gabarit continental;;
Culmont-Chalindrey;Dijon-Ville;77 km;1.5kVcc & 25kVac;Gabarit continental;;
Dijon-Ville;Nancy-Ville;228 km;1.5kVcc & 25kVac;Gabarit continental;;
Paris Gare de Lyon;Genève-Cornavin;603 km;1.5kVcc & 25kVac;Gabarit continental;(Par LGV);
Paris Gare de Lyon;Lyon Perrache;443 km;1.5kVcc & 25kVac;Gabarit continental;(Par LGV);
Paris Gare de Lyon;Dijon-Ville;263 km;1.5kVcc & 25kVac;Gabarit continental;(Par LGV);
Paris Gare de Lyon;Lyon Part-Dieu;408 km;1.5kVcc & 25kVac;Gabarit continental;(Par LGV);
Paris Gare de Lyon;Le Creusot TGV;310 km;1.5kVcc & 25kVac;Gabarit continental;(Par LGV);
Le Creusot TGV;Mâcon TGV;60 km;25kVac;Gabarit continental;(Par LGV);
Paris Gare de Lyon;Mâcon TGV;370 km;1.5kVcc & 25kVac;Gabarit continental;(Par LGV);
Lyon Part-Dieu;Mâcon TGV;65 km;1.5kVcc & 25kVac;Gabarit continental;(Par LGV);
Pont-de-Veyle;Mâcon TGV;10 km;25kVac;Gabarit continental;(Par LGV);
Bourg-en-Bresse;Mâcon TGV;39 km;1.5kVcc & 25kVac;Gabarit continental;(Par LGV);
Lyon Part-Dieu;Mâcon;72 km;1.5kVcc & 25kVac;Gabarit continental;(Par LGV);
Crèches-sur-Saône;Mâcon TGV;4 km;1.5kVcc & 25kVac;Gabarit continental;(Par LGV);
Villefranche-sur-Saône;Mâcon TGV;34 km;1.5kVcc & 25kVac;Gabarit continental;(Par LGV);
